"Program","Year","Period","State","Commodity","Data_Item","Domain","Total_Yield","Average_Annual_Temperature","Average_Annual_Temperature_Uncertainty","Min_Annual_Temperature","Max_Annual_Temperature","Annual_Temperature_Variance","Annual_Temperature_SD","Annual_Percipitation","Annual_Percipitation_Anomaly..departure.from.mean.","State_Percipitaiton_Mean","Outlier"
"SURVEY",1961,"YEAR","NEW YORK","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,7.791333333,0.205083333,-9.213,20.667,109.7845895,10.47781416,38.36,-1.93,40.29,"No"
"SURVEY",1961,"YEAR","NORTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",41,14.82341667,0.205083333,2.526,24.884,57.55142717,7.586265694,51.28,1.95,49.33,"No"
"SURVEY",1961,"YEAR","NORTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",19,5.3515,0.229,-13.329,22.72,154.0549715,12.41188832,13.09,-4.25,17.34,"No"
"SURVEY",1961,"YEAR","OHIO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43,10.51908333,0.207333333,-4.903,22.557,89.80312972,9.476451325,40.35,2.06,38.29,"No"
"SURVEY",1961,"YEAR","OKLAHOMA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",25,14.85375,0.187333333,2.132,26.203,75.0825293,8.665017559,37.79,3.95,33.84,"No"
"SURVEY",1961,"YEAR","OREGON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34.5,8.807416667,0.265416667,-0.049,20.085,49.48820099,7.034785071,35.43,3.21,32.22,"No"
"SURVEY",1961,"YEAR","PENNSYLVANIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",47,9.478,0.202916667,-6.248,21.765,95.51596255,9.773226824,40.86,-1.12,41.98,"No"
"SURVEY",1961,"YEAR","SOUTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",38,16.99991667,0.201583333,5.338,26.311,49.45139881,7.032168855,51.52,3.63,47.89,"No"
"SURVEY",1961,"YEAR","SOUTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",24,7.665333333,0.189583333,-8.278,23.729,125.128011,11.18606325,15.98,-3.09,19.07,"No"
"SURVEY",1961,"YEAR","TENNESSEE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",30,13.93075,0.2145,0.458,24.076,61.71288257,7.855754742,55.01,3.37,51.64,"No"
"SURVEY",1961,"YEAR","TEXAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",24,17.70966667,0.194833333,5.759,26.529,55.86550842,7.474323275,28.65,1.57,27.08,"No"
"SURVEY",1961,"YEAR","UTAH","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",42,8.625916667,0.259916667,-4.331,22.641,89.90380808,9.481761866,13.3,-0.26,13.56,"No"
"SURVEY",1961,"YEAR","VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43.5,12.88825,0.2,-0.851,23.824,71.2270293,8.439610731,47.82,4.88,42.94,"No"
"SURVEY",1961,"YEAR","WASHINGTON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,8.311333333,0.21675,-1.131,19.848,54.45621624,7.379445524,48.75,6.72,42.03,"No"
"SURVEY",1961,"YEAR","WEST VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",39.5,11.06658333,0.20775,-3.412,22.114,74.90412227,8.654716764,49.11,4.45,44.66,"No"
"SURVEY",1961,"YEAR","WISCONSIN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",45,6.6785,0.202083333,-9.557,20.416,116.0134117,10.77095222,31.7,0.41,31.29,"No"
"SURVEY",1961,"YEAR","WYOMING","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",33,5.392583333,0.255666667,-7.685,19.417,91.19354808,9.549531302,14.67,-1.27,15.94,"No"
"SURVEY",1960,"YEAR","ARIZONA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",67,15.53741667,0.229916667,2.428,27.545,82.14780554,9.063542659,9.86,-2.76,12.62,"No"
"SURVEY",1960,"YEAR","ARKANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,15.13358333,0.214916667,3.277,26.541,86.81573972,9.31749643,45.49,-4.12,49.61,"No"
"SURVEY",1960,"YEAR","CALIFORNIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",46,14.67125,0.254833333,4.844,25.029,51.09975111,7.148408992,21.77,-0.62,22.39,"No"
"SURVEY",1960,"YEAR","COLORADO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",33,6.898083333,0.253666667,-6.971,19.581,97.0721799,9.8525215,15.99,-2.13,18.12,"No"
"SURVEY",1960,"YEAR","DELAWARE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,11.99166667,0.285833333,-1.207,23.897,84.36107297,9.184828413,44.12,0.77,43.35,"No"
"SURVEY",1960,"YEAR","IDAHO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,5.452,0.270583333,-8.276,20.487,91.67523527,9.574718548,21.58,-2.29,23.87,"No"
"SURVEY",1960,"YEAR","ILLINOIS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",35,10.52291667,0.208916667,-3.176,23.939,118.5135375,10.88639231,34.62,-2.85,37.47,"No"
"SURVEY",1960,"YEAR","INDIANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",35,10.55841667,0.209,-3.352,23.622,112.4065703,10.60219648,33.51,-6.22,39.73,"No"
"SURVEY",1960,"YEAR","IOWA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",32,8.38025,0.208666667,-6.757,22.927,141.8533002,11.91021831,33.81,1.72,32.09,"No"
"SURVEY",1960,"YEAR","KANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",26,11.70725,0.196416667,-3.394,25.525,122.2129573,11.05499694,27.2,0.14,27.06,"No"
"SURVEY",1960,"YEAR","KENTUCKY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",39,12.431,0.219166667,-0.883,24.88,98.84973491,9.942320399,40.9,-6.04,46.94,"No"
"SURVEY",1960,"YEAR","MARYLAND","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43,12.00316667,0.203083333,-1.634,24.255,89.09489633,9.439009288,43.7,1.11,42.59,"No"
"SURVEY",1960,"YEAR","MICHIGAN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,6.738,0.212333333,-6.03,19.636,104.1702807,10.20638431,31.47,0.34,31.13,"No"
"SURVEY",1960,"YEAR","MINNESOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",33.5,4.79325,0.227333333,-11.78,20.568,158.8531977,12.60369778,24.1,-1.88,25.98,"No"
"SURVEY",1960,"YEAR","MISSOURI","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",33,11.95458333,0.198833333,-1.409,25.138,113.3896417,10.64845725,34.92,-5.58,40.5,"No"
"SURVEY",1960,"YEAR","MONTANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,5.332666667,0.239166667,-8.887,21.265,105.9151924,10.2915107,13.69,-4.96,18.65,"No"
"SURVEY",1960,"YEAR","NEBRASKA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29,8.66475,0.216416667,-7.229,23.347,132.9138435,11.52882663,22.85,0.21,22.64,"No"
"SURVEY",1960,"YEAR","NEVADA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",37,10.24183333,0.259,-3.296,23.903,86.28616942,9.289034903,8.8,-1.5,10.3,"No"
"SURVEY",1960,"YEAR","NEW JERSEY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",49,10.79966667,0.238166667,-2.969,22.789,89.91111061,9.482146941,46.2,1.24,44.96,"No"
"SURVEY",1960,"YEAR","NEW MEXICO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",44,11.60058333,0.20625,-0.946,22.571,81.14134245,9.007848936,14.61,0.62,13.99,"No"
"SURVEY",1960,"YEAR","NEW YORK","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,7.55875,0.241083333,-6.117,19.667,104.640552,10.22939646,36.77,-3.52,40.29,"No"
"SURVEY",1960,"YEAR","NORTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,14.38791667,0.202166667,2.537,25.124,74.8637699,8.652385215,50.26,0.93,49.33,"No"
"SURVEY",1960,"YEAR","NORTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",24.5,4.505083333,0.225916667,-13.284,22.157,172.192759,13.12222386,14.78,-2.56,17.34,"No"
"SURVEY",1960,"YEAR","OHIO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43,10.06908333,0.188166667,-4.138,22.862,105.1130921,10.25246761,29.92,-8.37,38.29,"No"
"SURVEY",1960,"YEAR","OKLAHOMA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",24,14.91,0.19225,1.977,26.742,97.01847182,9.849795522,36.27,2.43,33.84,"No"
"SURVEY",1960,"YEAR","OREGON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36,8.233666667,0.27375,-2.364,19.978,52.7793297,7.264938382,34.32,2.1,32.22,"No"
"SURVEY",1960,"YEAR","PENNSYLVANIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",45,9.076666667,0.222916667,-5.279,21.493,98.45782697,9.922591747,39.77,-2.21,41.98,"No"
"SURVEY",1960,"YEAR","SOUTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,16.58841667,0.218166667,5.218,26.432,67.71778572,8.229081706,48.72,0.83,47.89,"No"
"SURVEY",1960,"YEAR","SOUTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",30,6.90275,0.242,-9.14,23.636,151.4320249,12.30577202,18.19,-0.88,19.07,"No"
"SURVEY",1960,"YEAR","TENNESSEE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",27,13.45975,0.2035,1.089,25.124,88.22053002,9.392578454,44.44,-7.2,51.64,"No"
"SURVEY",1960,"YEAR","TEXAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",23.5,17.79941667,0.194083333,6.503,27.627,70.08680008,8.371785955,31.36,4.28,27.08,"No"
"SURVEY",1960,"YEAR","UTAH","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43.5,8.828916667,0.239416667,-5.766,22.986,100.3479346,10.01738163,10.6,-2.96,13.56,"No"
"SURVEY",1960,"YEAR","VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,12.49775,0.2095,-0.461,24.331,85.76784348,9.261092996,41.58,-1.36,42.94,"No"
"SURVEY",1960,"YEAR","WASHINGTON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36.5,7.592416667,0.237166667,-3.518,19.507,54.52221827,7.383916188,42.38,0.35,42.03,"No"
"SURVEY",1960,"YEAR","WEST VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",41,10.55641667,0.2215,-3.041,22.88,92.96569263,9.641871843,39.05,-5.61,44.66,"No"
"SURVEY",1960,"YEAR","WISCONSIN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",35.5,6.23075,0.226916667,-7.561,20.432,125.1395468,11.18657887,33.91,2.62,31.29,"No"
"SURVEY",1960,"YEAR","WYOMING","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",32,5.360166667,0.242833333,-8.397,19.903,101.7197202,10.08561947,12.02,-3.92,15.94,"No"
"SURVEY",1959,"YEAR","ARIZONA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",62,15.90608333,0.2445,6.025,28.039,65.41368517,8.087872722,13.03,0.41,12.62,"No"
"SURVEY",1959,"YEAR","ARKANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",26,15.735,0.219,3.296,26.613,72.44862909,8.511676045,48.11,-1.5,49.61,"No"
"SURVEY",1959,"YEAR","CALIFORNIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43,15.15583333,0.278083333,6.913,25.491,41.55507924,6.446322924,15.21,-7.18,22.39,"No"
"SURVEY",1959,"YEAR","COLORADO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29,7.167333333,0.254166667,-4.366,19.482,80.22808242,8.95701303,17.98,-0.14,18.12,"No"
"SURVEY",1959,"YEAR","DELAWARE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",39,13.0275,0.296166667,0.157,24.495,81.75777991,9.04200088,43.05,-0.3,43.35,"No"
"SURVEY",1959,"YEAR","IDAHO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",31,5.605833333,0.248166667,-4.841,18.692,70.79074506,8.413723614,22.94,-0.93,23.87,"No"
"SURVEY",1959,"YEAR","ILLINOIS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",26,11.33583333,0.2435,-5.638,25.335,116.855636,10.80997854,37.81,0.34,37.47,"No"
"SURVEY",1959,"YEAR","INDIANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",27,11.60133333,0.23875,-4.242,25.172,108.4745815,10.41511313,41.29,1.56,39.73,"No"
"SURVEY",1959,"YEAR","IOWA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",37,8.832166667,0.216583333,-9.682,24.621,142.1647131,11.92328449,38,5.91,32.09,"No"
"SURVEY",1959,"YEAR","KANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",26,12.2265,0.217333333,-3.447,26.886,107.8911899,10.3870684,28.7,1.64,27.06,"No"
"SURVEY",1959,"YEAR","KENTUCKY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,13.62191667,0.22175,0.071,25.423,84.87833954,9.21294413,43.82,-3.12,46.94,"No"
"SURVEY",1959,"YEAR","MAINE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,5.04675,0.27,-11.517,20.11,120.813252,10.99150818,45.85,3.87,41.98,"No"
"SURVEY",1959,"YEAR","MARYLAND","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36.5,13.24275,0.2375,0.058,24.888,82.87046039,9.103321393,40.27,-2.32,42.59,"No"
"SURVEY",1959,"YEAR","MICHIGAN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",33.5,7.002833333,0.225333333,-9.442,22.004,125.9981963,11.22489182,36.47,5.34,31.13,"No"
"SURVEY",1959,"YEAR","MINNESOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29,4.958166667,0.237416667,-15.605,21.359,168.6358118,12.98598521,26.07,0.09,25.98,"No"
"SURVEY",1959,"YEAR","MISSISSIPPI","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",32,17.70941667,0.216583333,6.416,27.136,58.41654572,7.643071746,55.67,0.2,55.47,"No"
"SURVEY",1959,"YEAR","MISSOURI","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,12.61916667,0.219666667,-3.219,25.987,102.1542532,10.10713873,38.36,-2.14,40.5,"No"
"SURVEY",1959,"YEAR","MONTANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",27.5,4.852166667,0.241833333,-9.822,19.152,99.25276615,9.962568251,18.94,0.29,18.65,"No"
"SURVEY",1959,"YEAR","NEBRASKA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",21.5,9.20775,0.221916667,-5.899,24.668,119.0038731,10.90888964,23.36,0.72,22.64,"No"
"SURVEY",1959,"YEAR","NEVADA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43.5,10.39325,0.291416667,-0.906,24.114,72.60381239,8.520787076,6.67,-3.63,10.3,"No"
"SURVEY",1959,"YEAR","NEW JERSEY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",38,11.82125,0.257833333,-1.553,23.715,90.54766984,9.515653937,43.81,-1.15,44.96,"No"
"SURVEY",1959,"YEAR","NEW MEXICO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36,12.01066667,0.24325,1.542,22.956,68.35012333,8.26741334,13.11,-0.88,13.99,"No"
"SURVEY",1959,"YEAR","NEW YORK","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",30,8.177166667,0.2445,-6.888,22.004,117.5684845,10.84290019,43.03,2.74,40.29,"No"
"SURVEY",1959,"YEAR","NORTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36,15.436,0.22425,4.171,25.553,61.66903491,7.852963448,55.24,5.91,49.33,"No"
"SURVEY",1959,"YEAR","NORTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",19.5,4.4425,0.212583333,-15.957,21.382,171.9592534,13.11332351,15.78,-1.56,17.34,"No"
"SURVEY",1959,"YEAR","OHIO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",31,11.22083333,0.227916667,-3.941,24.356,101.2047203,10.06005568,40.75,2.46,38.29,"No"
"SURVEY",1959,"YEAR","OKLAHOMA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",22,15.21416667,0.212583333,1.407,27.442,84.2272347,9.177539686,40.05,6.21,33.84,"No"
"SURVEY",1959,"YEAR","OREGON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36.5,8.395916667,0.249833333,-0.227,19.112,42.38076608,6.510051158,26.84,-5.38,32.22,"No"
"SURVEY",1959,"YEAR","PENNSYLVANIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",30,10.17425,0.239333333,-4.161,22.923,99.00859675,9.950306365,42.82,0.84,41.98,"No"
"SURVEY",1959,"YEAR","SOUTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29,17.49075,0.214083333,6.858,26.788,54.3133573,7.36975965,60.86,12.97,47.89,"No"
"SURVEY",1959,"YEAR","SOUTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",13.5,7.281333333,0.2265,-10.163,23.985,147.5500482,12.14701808,16.71,-2.36,19.07,"No"
"SURVEY",1959,"YEAR","TENNESSEE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",24.5,14.52408333,0.237583333,2.097,25.402,72.91801427,8.539204545,51.69,0.05,51.64,"No"
"SURVEY",1959,"YEAR","TEXAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",21,17.83891667,0.211916667,6.644,27.643,62.58820881,7.911270998,29.69,2.61,27.08,"No"
"SURVEY",1959,"YEAR","UTAH","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",47,9.066083333,0.288833333,-1.956,22.684,80.22416499,8.956794348,11.05,-2.51,13.56,"No"
"SURVEY",1959,"YEAR","VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",39,13.71483333,0.237,1.342,24.873,73.34396942,8.564109377,42.23,-0.71,42.94,"No"
"SURVEY",1959,"YEAR","WASHINGTON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,7.51375,0.225333333,-0.796,18.248,45.45240275,6.741839716,46.77,4.74,42.03,"No"
"SURVEY",1959,"YEAR","WEST VIRGINIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,11.854,0.242583333,-1.446,23.712,81.76232018,9.042251942,40.34,-4.32,44.66,"No"
"SURVEY",1959,"YEAR","WISCONSIN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",41,6.18575,0.24075,-12.959,21.93,150.5153158,12.26846836,37.01,5.72,31.29,"No"
"SURVEY",1959,"YEAR","WYOMING","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",31,5.177416667,0.2555,-6.452,18.542,88.82351227,9.424622659,13.85,-2.09,15.94,"No"
"SURVEY",1958,"YEAR","ARIZONA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",63,16.00883333,0.285083333,5.206,26.972,67.73808888,8.230315236,13.66,1.04,12.62,"No"
"SURVEY",1958,"YEAR","ARKANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",19.5,15.04216667,0.2555,2.603,26.534,84.30306342,9.181669969,55.25,5.64,49.61,"No"
"SURVEY",1958,"YEAR","CALIFORNIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",38,15.18591667,0.28825,6.92,25.051,42.26875827,6.501442783,27.76,5.37,22.39,"No"
"SURVEY",1958,"YEAR","COLORADO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",30.5,7.573916667,0.274166667,-4.223,19.785,80.0270559,8.945784253,16.67,-1.45,18.12,"No"
"SURVEY",1958,"YEAR","DELAWARE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",31.5,11.37883333,0.346166667,-1.834,24.87,89.98830033,9.486216334,54.31,10.96,43.35,"No"
"SURVEY",1958,"YEAR","IDAHO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36,6.63125,0.264583333,-5.579,19.309,73.56926875,8.577252984,25.22,1.35,23.87,"No"
"SURVEY",1958,"YEAR","ILLINOIS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29,10.40291667,0.253833333,-5.471,23.436,113.2650375,10.64260483,35.34,-2.13,37.47,"No"
"SURVEY",1958,"YEAR","INDIANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",31,10.21941667,0.264083333,-4.717,23.19,108.3246937,10.40791496,40.3,0.57,39.73,"No"
"SURVEY",1958,"YEAR","IOWA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",38,8.8195,0.263666667,-8.347,22.782,128.7868366,11.34842882,25.33,-6.76,32.09,"No"
"SURVEY",1958,"YEAR","KANSAS","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",27.5,12.003,0.24275,-1.288,25.094,108.6613211,10.42407411,31.8,4.74,27.06,"No"
"SURVEY",1958,"YEAR","KENTUCKY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",29.5,12.08666667,0.249,-2.532,24.814,99.06528497,9.953154524,44.07,-2.87,46.94,"No"
"SURVEY",1958,"YEAR","MAINE","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",32,4.504083333,0.29075,-11.977,17.766,102.291689,10.11393539,45.48,3.5,41.98,"No"
"SURVEY",1958,"YEAR","MARYLAND","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",35.5,11.534,0.2545,-1.611,24.873,91.35303909,9.557878378,48.57,5.98,42.59,"No"
"SURVEY",1958,"YEAR","MICHIGAN","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",43,6.5635,0.258583333,-8.183,19.284,102.2329561,10.11103141,25.82,-5.31,31.13,"No"
"SURVEY",1958,"YEAR","MINNESOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",36,5.2365,0.24925,-12.681,19.527,137.696171,11.73440118,20.55,-5.43,25.98,"No"
"SURVEY",1958,"YEAR","MISSISSIPPI","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",19,16.84225,0.242583333,4.711,26.99,73.03218439,8.545886987,57.32,1.85,55.47,"No"
"SURVEY",1958,"YEAR","MISSOURI","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28,11.92858333,0.255666667,-3.462,24.588,106.8070455,10.33474942,43.07,2.57,40.5,"No"
"SURVEY",1958,"YEAR","MONTANA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,6.145083333,0.254166667,-5.292,19.826,86.00250972,9.27375381,19.18,0.53,18.65,"No"
"SURVEY",1958,"YEAR","NEBRASKA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",27.5,9.199333333,0.27225,-4.634,23.341,113.1953244,10.63932913,23,0.36,22.64,"No"
"SURVEY",1958,"YEAR","NEVADA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",42,10.78958333,0.346166667,-0.132,23.462,68.86756936,8.298648646,9.65,-0.65,10.3,"No"
"SURVEY",1958,"YEAR","NEW JERSEY","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",44,10.19216667,0.289583333,-3.4,23.87,94.36682215,9.714258703,54.16,9.2,44.96,"No"
"SURVEY",1958,"YEAR","NEW MEXICO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",39,12.1315,0.257416667,0.529,23.529,72.25329609,8.500193885,16.64,2.65,13.99,"No"
"SURVEY",1958,"YEAR","NEW YORK","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",42,6.892083333,0.263833333,-8.087,20.771,106.5306581,10.321369,42.06,1.77,40.29,"No"
"SURVEY",1958,"YEAR","NORTH CAROLINA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",32.5,14.12483333,0.232166667,1.872,25.868,78.90220742,8.882691452,50.15,0.82,49.33,"No"
"SURVEY",1958,"YEAR","NORTH DAKOTA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28,5.099666667,0.29025,-11.497,20.784,140.2820019,11.84407033,13.77,-3.57,17.34,"No"
"SURVEY",1958,"YEAR","OHIO","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",37,9.586,0.265166667,-5.102,22.865,104.0663795,10.20129303,39.34,1.05,38.29,"No"
"SURVEY",1958,"YEAR","OKLAHOMA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",28.5,15.08058333,0.23525,2.85,27.072,94.08023408,9.699496589,32.89,-0.95,33.84,"No"
"SURVEY",1958,"YEAR","OREGON","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",34,9.619333333,0.288416667,1.148,19.777,44.70065079,6.685854529,34.91,2.69,32.22,"No"
"SURVEY",1958,"YEAR","PENNSYLVANIA","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL",40,8.535333333,0.259666667,-5.739,22.232,99.79281242,9.98963525,43.24,1.26,41.98,"No"
